orange_area_fraction,deltaE_from_background,log10_seconds,seconds
0.97852,10.9734,4.04775,11162.3
0.2439,11.5996,3.47382,2977.3
1.0,0.0,3.46924,2946.1
0.43018,8.9763,3.9733,9403.6
0.05835,11.9706,2.86364,730.5
0.11035,11.9029,2.75442,568.1
0.0249,9.5777,2.24393,175.4
0.36621,7.8981,4.06403,11588.6
0.34375,7.9526,4.19499,15667.3
0.02051,12.471,1.48959,30.9
0.84619,10.8407,3.72399,5296.5
0.60913,8.2612,1.90959,81.2
0.19824,5.5913,1.57476,37.6
0.17432,7.8621,1.62353,42.0
0.18066,10.8375,2.9975,994.3
0.03101,17.629,1.92515,84.2
1.0,0.0,1.78819,61.4
0.0,0.0,1.26292,18.3
0.20288,8.8813,2.08933,122.8
0.97729,11.9344,3.73102,5382.9
0.0,0.0,0.98199,9.6
0.59839,6.6046,2.66635,463.8
0.14429,9.9366,3.10527,1274.3
0.99976,0.0039,1.08436,12.1
0.17041,10.4653,1.97703,94.8
0.21094,10.3605,4.21464,16392.3
0.94067,14.0129,4.53561,34325.3
0.45044,8.7548,4.00944,10219.8
0.11768,9.5844,1.52303,33.3
0.20801,12.4361,3.69472,4951.3
0.48706,7.7436,2.5502,355.0
0.00024,0.0051,1.52649,33.6
0.03687,17.9509,2.65986,456.9
0.81226,12.3795,4.27457,18817.8
0.99951,0.0096,4.10788,12819.8
0.625,7.6968,2.33345,215.5
0.0,0.0,1.13453,13.6
0.22998,12.5793,4.193,15595.6
1.0,0.0,4.5062,32077.5
0.18164,9.9155,2.77132,590.6
0.0188,11.6538,1.72609,53.2
0.95435,8.2531,2.88968,775.7
0.87744,8.5358,3.44673,2797.2
0.32446,7.5883,2.6647,462.1
0.20044,9.3486,2.19102,155.2
0.01294,17.5038,1.8083,64.3
0.16675,9.5572,1.98758,97.2
0.00244,8.3463,1.0851,12.2
0.34937,8.1544,1.83493,68.4
0.84546,14.6397,4.38508,24270.4
0.24902,3.4609,0.93267,8.6
0.32837,11.1642,3.56069,3636.5
0.95947,10.4454,3.78516,6097.6
0.01636,12.6861,2.38158,240.8
1.0,0.0,3.07763,1195.7
0.00562,18.1129,1.71002,51.3
0.69141,5.9646,3.3436,2206.0
0.49121,10.9077,3.48893,3082.7
0.29468,11.4635,3.58662,3860.3
0.10718,13.2997,2.69947,500.6
0.97241,17.4002,4.44823,28068.9
1.0,0.0,4.06792,11693.0
0.98584,6.9203,2.9944,987.2
0.83911,8.8293,3.39591,2488.3
0.04492,13.9432,1.90694,80.7
0.76465,8.7232,4.35036,22406.0
0.86206,10.3652,3.25993,1819.4
0.9436,7.4634,4.17244,14874.3
0.79419,5.8931,1.9575,90.7
0.95679,16.7086,4.49194,31041.1
0.72754,2.2919,1.2883,19.4
0.07642,12.4358,2.84057,692.7
0.00952,9.3132,1.30667,20.3
0.04614,10.6179,1.59643,39.5
0.41724,11.5986,3.69469,4951.0
0.66992,4.4786,1.14455,13.9
1.0,0.0,2.30121,200.1
0.35815,4.6948,1.60325,40.1
0.6311,10.8872,4.00931,10216.7
0.07642,7.2678,1.20403,16.0
0.02417,11.6498,2.13268,135.7
0.95288,12.2238,4.03113,10743.1
0.51074,8.8681,3.41253,2585.4
0.64966,9.5017,3.4725,2968.2
1.0,0.0,4.52411,33428.1
0.073,5.0317,0.98865,9.7
0.29639,13.6953,3.33181,2146.9
0.86084,10.945,3.62458,4212.9
0.79419,9.5786,3.63633,4328.4
0.81055,8.5659,3.51156,3247.6
0.00903,9.4789,1.1669,14.7
0.0647,5.961,1.20974,16.2
0.8645,9.2949,3.7263,5324.8
0.3064,11.4901,3.13802,1374.1
0.05151,12.6246,1.86269,72.9
0.08081,8.364,0.93703,8.7
0.94482,10.3112,2.85193,711.1
0.02197,6.0251,1.23343,17.1
0.82373,7.3114,3.63709,4336.0
0.125,9.9058,2.14782,140.5
1.0,0.0,3.85298,7128.2
0.08032,7.6117,1.25218,17.9
0.03833,11.1275,2.70769,510.1
0.13257,3.3081,1.26755,18.5
1.0,0.0,3.75391,5674.3
0.38672,9.5595,2.94883,888.8
0.56934,7.3892,1.76045,57.6
1.0,0.0,4.4206,26338.8
0.35132,10.0704,3.39456,2480.6
0.0061,18.5082,2.13182,135.5
0.99805,12.5781,4.0278,10661.1
0.02832,13.2462,2.29125,195.5
0.7019,14.536,4.34611,22187.8
0.00464,21.4669,1.98852,97.4
0.90845,15.0675,4.49917,31562.4
0.00073,0.0103,1.13135,13.5
0.37109,9.5609,3.58663,3860.4
0.00244,19.0017,1.96764,92.8
0.01367,15.7218,2.45169,282.9
0.07812,12.1047,3.22721,1687.4
0.0,0.0,1.07052,11.8
0.0,0.0,1.71973,52.4
0.72314,4.0744,1.28309,19.2
0.75464,8.0149,3.60517,4028.8
0.22729,8.1578,1.71133,51.4
0.10352,12.3609,2.7236,529.2
0.10303,8.3736,2.10322,126.8
0.00732,21.046,1.76567,58.3
1.0,0.0,4.31949,20868.6
0.68799,7.8447,2.75708,571.6
0.67407,8.2185,3.2794,1902.8
0.24414,11.4708,3.47635,2994.7
0.55225,9.3939,3.90293,7997.1
0.0415,13.2806,1.86469,73.2
0.22339,6.6495,1.19021,15.5
0.70239,6.9637,2.61004,407.4
0.29541,9.7644,1.52416,33.4
0.08447,6.0902,0.97773,9.5
1.0,0.0,4.26289,18318.6
0.39282,8.2191,3.19214,1556.5
0.01831,14.874,2.41685,261.1
0.01099,12.0503,1.40155,25.2
0.47314,6.8084,3.68409,4831.6
0.80664,7.6521,2.85027,708.4
0.12305,7.8831,1.53983,34.7
0.97852,20.9286,4.49154,31012.6
0.98999,20.0134,4.37662,23802.3
1.0,0.0,4.29013,19504.4
0.94824,13.5729,3.92302,8375.6
0.10742,12.7617,2.84508,700.0
0.85669,8.4347,2.0007,100.2
0.96851,9.0994,3.28392,1922.7
0.32373,7.1559,1.456,28.6
0.27393,9.9443,3.15644,1433.6
0.00952,9.9886,1.14445,13.9
0.0,0.0,0.95272,9.0
0.90063,9.8362,3.51702,3288.7
0.98486,8.1155,2.15509,142.9
0.95093,11.5559,3.4503,2820.3
0.97021,11.552,3.7524,5654.6
0.26855,11.9356,3.95463,9008.1
0.20996,10.292,3.15285,1421.8
0.52856,11.3244,3.9964,9917.5
0.39624,10.2292,3.31008,2042.1
1.0,0.0,4.29064,19527.3
0.33325,10.3788,4.17947,15117.2
0.0,0.0,1.06121,11.5
0.66211,5.9989,1.88086,76.0
0.68628,7.6696,2.32355,210.6
0.99756,8.1661,1.82443,66.7
0.29712,6.5628,1.54931,35.4
0.70312,9.0087,4.09407,12418.6
0.16748,6.9276,0.99443,9.9
0.00024,0.0038,1.56746,36.9
0.51514,10.4949,3.68042,4790.9
0.11279,10.7767,1.71889,52.3
0.28052,8.3712,1.84691,70.3
0.99927,0.0177,4.43747,27382.3
0.78589,9.6618,3.68922,4889.0
0.0105,19.2696,2.54216,348.5
0.92456,3.2597,1.40066,25.2
0.34326,8.3608,1.88597,76.9
1.0,0.0,4.48749,30724.7
0.56543,9.6964,3.79307,6209.6
0.89258,7.9648,1.15837,14.4
0.38086,7.4293,3.48534,3057.3
0.05444,9.8785,2.27681,189.2
0.87207,7.141,3.53305,3412.4
0.11035,15.052,1.98242,96.0
0.63916,2.6943,1.37861,23.9
0.02197,8.5018,0.97506,9.4
0.35522,8.0268,1.98329,96.2
0.44727,8.7514,4.04611,11120.1
0.76318,10.7203,4.15895,14419.3
0.31885,10.3339,3.39886,2505.3
0.31177,9.2818,3.63528,4318.0
0.14673,8.5645,1.61411,41.1
0.02051,15.0267,2.19728,157.5
0.67041,10.3003,4.18818,15423.4
1.0,0.0,4.50618,32076.1
0.15186,10.5527,2.52166,332.4
0.29883,12.2442,3.73789,5468.8
0.93433,9.5842,4.31317,20566.9
1.0,0.0,4.54535,35103.6
0.04321,9.3118,1.98355,96.3
0.97266,10.5321,3.29255,1961.3
0.0,0.0,2.32777,212.7
0.36011,8.4886,2.60214,400.1
0.09985,10.9931,2.59058,389.6
0.12085,11.6759,1.92057,83.3
0.14453,6.8772,0.97274,9.4
0.70752,8.5999,3.70339,5051.2
0.39087,11.8808,3.44561,2790.0
0.98633,9.905,3.97397,9418.2
0.0,0.0,1.46314,29.0
0.01953,15.7421,1.76903,58.8
0.99902,11.833,3.08088,1204.7
0.90747,9.4592,4.32479,21124.5
0.51392,8.3558,2.62658,423.2
0.50171,6.2102,1.63676,43.3
0.75464,9.5255,3.07562,1190.2
1.0,0.0,4.40106,25180.1
0.82007,9.2084,4.07435,11867.4
0.23291,10.7179,4.18717,15387.6
0.64307,5.1965,2.40281,252.8
0.0,0.0,1.86131,72.7
0.09058,13.6345,4.08352,12120.4
1.0,0.0,3.78214,6055.4
0.28442,13.9078,4.01335,10312.2
0.99976,0.0017,2.33232,214.9
0.17065,11.7634,1.94849,88.8
0.52856,6.8358,1.78096,60.4
0.9939,16.1859,4.08365,12124.1
0.60913,11.961,4.26194,18278.3
0.37476,7.301,2.24442,175.6
0.63306,9.6723,4.09798,12530.7
0.90967,3.5348,2.2964,197.9
0.03076,12.1657,2.5394,346.3
0.04688,12.2377,2.97257,938.8
0.46704,7.2342,1.71155,51.5
0.08398,14.5493,1.88014,75.9
0.87793,6.0274,1.87722,75.4
0.95825,9.9234,1.85318,71.3
0.12354,8.2237,2.7864,611.5
0.05444,6.8656,1.27024,18.6
0.41406,10.6743,3.75398,5675.2
0.30103,4.8879,1.54166,34.8
0.62866,8.3954,2.525,335.0
0.26172,9.5022,3.2478,1769.3
0.271,7.2567,1.40732,25.5
0.07275,9.0197,2.39796,250.0
0.15332,13.4251,2.96044,912.9
0.24316,8.7358,2.91348,819.4
0.26294,10.9837,4.16367,14577.1
0.20947,13.1573,3.77089,5900.6
0.0498,7.7206,1.3448,22.1
1.0,0.0,3.94703,8851.8
0.89062,7.8006,2.9116,815.8
0.53467,10.1146,3.38056,2402.0
0.14429,8.3727,1.48752,30.7
0.78394,4.1092,2.62734,424.0
0.8418,7.6657,3.46003,2884.2
0.91431,11.9823,3.81635,6551.7
0.40845,10.3456,3.84689,7028.9
0.17163,9.2975,1.69632,49.7
0.48071,8.3711,3.94521,8814.8
0.15356,9.8506,2.97968,954.3
0.92212,11.5993,3.34595,2217.9
1.0,0.0,4.01399,10327.4
0.21045,8.3872,2.38435,242.3
0.40771,12.6782,4.26272,18311.4
0.49927,10.3416,4.1225,13258.7
0.32788,11.1955,3.85395,7144.2
0.02881,9.7094,2.2911,195.5
0.06592,9.7507,2.83274,680.4
0.23511,6.4492,1.53553,34.3
0.69849,8.5117,3.67725,4756.0
0.74536,9.272,4.15786,14383.5
0.23486,7.6361,1.49069,31.0
1.0,0.0,3.62381,4205.4
0.16699,15.6579,3.43904,2748.2
0.11426,5.1436,1.03651,10.9
0.75977,11.4605,4.25282,17898.5
0.51587,7.1178,2.65352,450.3
0.00708,21.2213,1.88646,77.0
0.38647,5.8638,1.01337,10.3
0.66211,7.8183,3.75933,5745.6
0.0,0.0,2.13712,137.1
0.83862,7.1485,2.77899,601.2
0.68237,7.9325,1.61451,41.2
0.71997,8.6565,3.12058,1320.0
0.13281,13.2102,2.35428,226.1
0.84888,10.0001,3.84977,7075.8
0.7395,11.1482,3.33734,2174.4
0.94824,13.2506,3.53972,3465.1
0.26245,5.7582,1.8206,66.2
0.42163,5.8235,1.13635,13.7
0.99414,15.7604,4.11777,13115.0
0.37231,15.5407,4.32122,20951.7
0.1377,13.2484,3.25394,1794.5
0.82959,11.0896,4.27048,18641.3
0.18408,10.4002,3.48333,3043.2
0.81982,7.9629,3.11629,1307.0
0.36694,5.5684,2.43397,271.6
0.11816,8.823,2.20221,159.3
0.76758,8.2503,2.69195,492.0
0.24292,7.7678,1.7157,52.0
0.698,6.3772,2.46549,292.1
0.1438,11.6894,2.75761,572.3
0.0,0.0,1.01712,10.4
0.99976,0.0017,2.34099,219.3
0.88208,4.6857,1.94227,87.6
0.97217,8.5124,3.21982,1658.9
0.77026,11.5089,3.86869,7390.8
0.37158,11.4675,3.14777,1405.3
0.99438,14.2466,3.32862,2131.2
0.98926,9.4462,3.1458,1399.0
0.13037,16.2137,1.8392,69.1
0.31982,7.803,2.27778,189.6
0.54297,10.3742,3.98713,9708.0
0.69482,14.9706,4.35912,22862.1
0.83301,6.5889,1.56506,36.7
0.91992,5.3337,0.94173,8.7
0.85522,15.2362,4.41551,26032.2
0.73169,9.7252,4.04342,11051.5
0.21143,11.1881,3.12276,1326.7
0.99805,13.1321,3.88746,7717.3
0.19702,10.97,3.07405,1185.9
0.87402,11.3311,4.20856,16164.5
0.66602,4.2722,1.79208,62.0
0.02417,18.4297,2.5256,335.4
0.15576,12.9756,3.35285,2253.5
0.79321,6.4058,1.69084,49.1
0.79541,11.0782,3.51447,3269.4
0.11035,10.2402,1.8616,72.7
0.96021,7.6035,3.49695,3140.2
0.07715,16.1262,3.84106,6935.3
0.75977,5.3886,2.4527,283.6
0.81177,13.6726,4.52018,33126.6
0.48315,10.2994,3.20961,1620.4
0.32178,11.767,3.66705,4645.7
0.06909,6.8897,0.97833,9.5
0.00171,11.5233,1.31521,20.7
0.81519,11.0806,3.5023,3179.1
0.9978,20.666,4.34849,22309.6
0.25513,12.5416,3.19814,1578.1
0.99609,16.7992,4.2379,17294.3
0.33081,4.773,1.11927,13.2
0.80786,11.8747,4.16048,14470.2
0.50586,7.5401,4.10811,12826.4
0.99121,13.3914,3.20048,1586.6
0.13477,10.4908,2.47205,296.5
0.2417,12.9011,3.47841,3008.9
0.04834,11.4118,1.79417,62.3
0.30176,9.4489,3.34214,2198.6
0.21411,11.4741,3.43937,2750.2
0.6897,7.852,2.87547,750.7
0.34497,7.8857,1.8532,71.3
0.0,0.0,0.91079,8.1
0.0,0.0,1.61831,41.5
0.70044,9.7508,3.94905,8893.0
0.55029,7.0098,1.67857,47.7
0.07153,4.0954,1.17464,14.9
0.00317,12.8355,1.8041,63.7
0.8335,8.3986,2.79974,630.6
0.51123,7.8337,3.04487,1108.8
0.9707,14.4925,4.1075,12808.4
0.35303,9.8605,4.0257,10609.5
0.99536,21.3821,4.4421,27676.0
0.99756,14.203,4.13351,13599.1
0.21338,9.8461,2.54798,353.2
0.10303,6.1167,1.4214,26.4
1.0,0.0,4.39476,24817.5
0.2395,8.2164,1.73881,54.8
0.46826,10.6194,3.17583,1499.1
0.05981,14.0032,1.86924,74.0
0.47144,11.3616,3.88713,7711.3
0.36621,7.9302,1.63656,43.3
0.92065,8.8606,2.44031,275.6
0.01611,16.1821,1.7057,50.8
0.94775,11.2157,4.04692,11140.9
0.18335,11.5315,3.16597,1465.5
0.25391,7.5608,3.20761,1612.9
0.0,0.0,2.05202,112.7
0.27954,7.5101,1.54785,35.3
0.24854,11.9066,4.03513,10842.4
0.27637,8.3301,3.69634,4969.8
0.60864,8.5208,3.58618,3856.3
1.0,0.0,4.54585,35143.9
0.69897,7.1524,2.94718,885.5
0.98242,6.4477,1.5554,35.9
0.68359,5.9545,3.12987,1348.6
0.09448,10.4709,1.95265,89.7
0.78833,7.7208,2.77697,598.4
0.41235,8.8626,2.5811,381.1
0.13281,14.1824,2.96178,915.7
0.18799,16.2611,4.26907,18581.2
1.0,0.0,3.86293,7293.3
0.13379,6.997,2.41972,262.9
0.99854,11.8025,3.88898,7744.3
0.77832,10.3117,4.04676,11136.8
0.86475,12.8114,3.73059,5377.7
0.6499,7.1232,2.91743,826.9
0.8916,9.1727,4.18859,15437.9
0.69116,6.452,2.70033,501.6
0.00024,0.0034,1.29017,19.5
0.0,0.0,1.89722,78.9
0.78418,5.6209,3.30512,2018.9
0.32983,5.9561,2.28812,194.1
0.04858,13.0648,2.44774,280.4
0.03711,12.1347,2.37244,235.7
0.01855,14.1439,1.60464,40.2
0.0,0.0,1.24478,17.6
0.21436,6.1251,1.08239,12.1
0.42822,11.4322,3.3599,2290.4
0.00049,0.0134,2.08713,122.2
0.55518,8.1536,2.57209,373.3
0.93408,13.121,4.31955,20871.3
0.32178,10.8937,3.19243,1557.5
0.17212,17.5531,3.86458,7321.2
0.21851,11.0382,3.68804,4875.7
1.0,0.0,4.3872,24389.1
0.92017,4.6807,1.1472,14.0
0.83203,5.8264,2.30644,202.5
0.99976,0.0051,4.37222,23562.7
0.96143,9.2429,2.59976,397.9
0.89209,9.9896,4.36561,23206.3
0.11401,7.5437,1.57843,37.9
0.99194,7.7975,1.12318,13.3
0.37866,8.9324,4.17442,14942.3
0.09595,8.1408,2.40548,254.4
0.42139,7.7073,2.75993,575.3
0.79346,11.5008,4.3235,21062.2
0.53564,8.4994,1.70471,50.7
1.0,0.0,4.44012,27549.9
0.64795,5.2217,2.35177,224.8
0.0061,22.4438,1.80696,64.1
0.00073,0.0133,1.75686,57.1
0.52466,3.1581,2.79709,626.7
0.38843,8.8122,2.60902,406.5
0.93628,9.3817,4.1402,13810.3
1.0,0.0,1.08868,12.3
0.00659,13.4614,1.06374,11.6
0.729,3.942,1.46125,28.9
0.54785,9.5545,3.11571,1305.3
0.60034,10.8655,3.75751,5721.5
0.01318,16.2543,2.65606,453.0
0.52271,7.4499,3.14527,1397.2
0.89331,9.5736,3.25047,1780.2
0.48047,5.6244,0.97358,9.4
0.2019,11.6224,1.80279,63.5
0.97339,13.7844,4.54811,35327.5
0.177,8.142,2.11153,129.3
1.0,0.0,4.36132,22978.4
0.15161,8.9,2.70148,502.9
0.90991,5.7848,1.71614,52.0
0.0,0.0,0.91191,8.2
0.08301,8.8948,1.69785,49.9
0.99097,10.9769,2.07761,119.6
0.12891,11.3284,2.50796,322.1
0.87158,8.4397,2.5367,344.1
0.4895,7.8602,2.90631,806.0
0.02441,17.6565,2.63526,431.8
0.0,0.0,1.02315,10.5
0.94727,7.6047,1.87838,75.6
0.57861,14.5033,4.41755,26154.7
0.0,0.0,1.00324,10.1
0.63135,9.3601,3.58476,3843.8
0.02515,16.252,2.64338,439.9
1.0,0.0,3.48563,3059.3
0.76025,7.7152,2.11779,131.2
0.52759,7.9353,2.25528,180.0
0.83667,6.0752,2.791,618.0
0.49731,13.5106,4.22627,16837.0
0.99976,0.0021,2.10276,126.7
0.0,0.0,1.21677,16.5
1.0,0.0,1.04285,11.0
0.66846,10.1018,4.12365,13293.7
0.78223,7.8163,2.04923,112.0
0.00244,12.829,1.33974,21.9
0.41016,8.9627,3.08195,1207.7
0.46509,10.6851,3.98967,9765.0
0.21509,9.6302,3.09336,1239.8
0.09448,6.2487,1.45732,28.7
0.99268,4.34,2.38532,242.8
0.07983,9.7531,1.87663,75.3
0.74707,5.7236,0.96363,9.2
0.99707,18.8175,4.43094,26973.9
0.19531,8.9839,2.58071,380.8
0.04712,11.5361,1.39526,24.8
0.85742,12.3036,4.13584,13672.2
0.99268,19.3219,4.50198,31767.2
0.68994,10.1747,3.88413,7658.3
0.06787,9.562,1.82971,67.6
0.43311,3.9989,1.59918,39.7
0.19238,10.9116,2.82144,662.9
0.99902,7.6632,3.03473,1083.2
0.99951,0.0074,4.11208,12944.3
0.91431,17.5986,4.43663,27329.6
0.43311,10.3504,4.22893,16940.5
0.3313,5.6853,2.15278,142.2
0.29346,10.0864,3.04241,1102.6
0.48218,3.8848,1.35556,22.7
0.11157,9.8343,2.79866,629.0
0.97925,7.0453,1.16163,14.5
0.02905,9.3777,1.30968,20.4
0.00684,8.8801,1.34857,22.3
0.45776,9.5037,2.00429,101.0
0.1106,10.684,2.03442,108.2
0.39258,11.0334,3.47875,3011.3
0.0,0.0,1.18086,15.2
0.00635,11.6481,1.30912,20.4
0.81348,10.4829,3.30077,1998.8
0.50073,11.9153,3.36093,2295.8
0.34082,10.4167,3.49847,3151.1
0.86816,7.6694,3.53391,3419.1
0.05835,15.9644,3.32489,2113.0
0.42432,6.471,2.92183,835.3
0.7395,9.546,3.61144,4087.4
0.11475,3.9678,1.20093,15.9
0.58203,4.6082,1.67688,47.5
0.56567,9.3189,3.61178,4090.5
0.81201,7.1596,1.60652,40.4
0.99536,10.7293,2.84204,695.1
0.54932,4.4099,1.85403,71.5
0.125,11.6521,2.47863,301.0
0.60791,10.8736,3.95052,8923.2
0.34839,9.6435,3.31655,2072.8
0.27148,8.0525,2.52946,338.4
0.97485,11.575,1.90235,79.9
0.95825,10.0052,3.84399,6982.2
0.62842,7.1758,3.30333,2010.6
0.91357,8.3453,2.51032,323.8
0.63208,10.5169,4.07873,11987.4
0.08105,14.5348,3.4328,2708.9
0.99951,0.0119,4.48535,30573.6
0.99609,13.4475,3.33023,2139.1
0.76953,9.0519,4.19062,15510.3
0.49609,4.8816,2.91385,820.1
0.74268,10.9609,3.49688,3139.6
0.94434,10.2977,3.98067,9564.7
0.81079,6.1041,1.23355,17.1
0.11353,10.5548,2.63553,432.0
0.35425,11.145,3.11549,1304.6
0.00513,9.6291,1.11419,13.0
0.16113,11.648,3.78629,6113.5
0.99561,9.4784,3.51713,3289.5
0.50098,11.9344,4.32336,21055.2
0.82056,6.9943,2.26222,182.9
0.11768,11.1124,2.61702,414.0
0.54248,9.029,4.23443,17156.7
0.95728,7.0382,2.40635,254.9
0.51709,10.669,3.95115,8936.2
0.41431,5.7127,2.44259,277.1
0.03979,13.8977,2.13699,137.1
0.71411,7.2562,1.91596,82.4
0.68628,5.5951,1.68303,48.2
0.18457,8.9238,2.4792,301.4
0.86499,4.2781,1.49338,31.1
0.81787,8.7447,3.9279,8470.3
0.74585,13.9318,4.46289,29033.0
0.0,0.0,1.25906,18.2
0.23145,3.2789,1.10336,12.7
0.0,0.0,0.91674,8.3
1.0,0.0,4.30812,20329.0
0.96533,3.0381,1.17271,14.9
0.1875,12.1765,3.38793,2443.0
0.81104,5.9485,2.01307,103.1
0.01611,16.5327,1.62723,42.4
0.19629,6.8573,1.80301,63.5
0.38086,10.7465,3.42257,2645.9
0.00122,15.1423,0.96878,9.3
0.94775,13.43,4.06245,11546.5
0.19629,10.127,2.97739,949.3
0.0,0.0,1.76376,58.0
0.31982,8.3532,1.6642,46.2
0.83765,9.5355,3.29497,1972.3
0.30249,12.0018,3.20217,1592.8
0.14233,10.9574,2.06523,116.2
0.30444,2.5053,2.12333,132.8
0.15942,11.7605,2.59614,394.6
0.32397,13.3876,4.22924,16952.7
0.14282,11.3839,2.86964,740.7
0.99707,9.0257,3.97204,9376.6
0.19849,12.4545,3.24426,1754.9
0.15845,9.6687,2.95661,904.9
0.82593,7.4924,2.69192,492.0
0.54736,11.1593,3.38957,2452.3
0.51099,4.6348,2.69875,499.7
0.85693,8.8292,3.55523,3591.2
0.56836,7.4227,1.56821,37.0
0.85889,6.9696,2.08057,120.4
0.60815,11.2046,4.093,12387.9
0.06323,11.9095,2.34694,222.3
1.0,0.0,3.98301,9616.4
0.99976,0.0055,4.32964,21362.0
0.96826,10.5816,3.01636,1038.4
0.51978,3.8154,1.27522,18.8
0.6748,7.5196,3.66832,4659.3
0.93555,8.9412,3.33563,2165.9
0.0022,19.3264,1.9654,92.3
0.41504,11.0785,4.05573,11369.3
0.27734,10.1213,2.66657,464.1
0.83618,7.606,1.11133,12.9
0.01025,7.229,1.15142,14.2
0.9292,4.2147,1.73724,54.6
0.39429,7.0169,3.13094,1351.9
0.40723,11.5516,3.88111,7605.3
0.0,0.0,1.26491,18.4
0.33716,6.9916,0.98459,9.7
1.0,0.0,3.17723,1503.9
0.09375,10.3201,2.39895,250.6
0.01196,15.1331,2.51645,328.4
0.76367,11.9254,3.90129,7967.0
0.98267,10.5769,4.26045,18216.0
0.73438,13.5482,4.43662,27328.9
1.0,0.0,3.74952,5617.2
0.81128,6.1046,0.91502,8.2
0.02808,9.6671,1.45292,28.4
0.86621,8.3899,3.04853,1118.2
0.46191,12.4569,4.39295,24714.4
0.03516,9.8702,1.20063,15.9
0.96216,7.7677,2.78426,608.5
0.00659,12.8334,2.3515,224.6
0.01367,14.8556,2.38933,245.1
0.45068,8.039,1.88419,76.6
0.11865,7.8138,1.89222,78.0
0.10986,9.6181,1.77389,59.4
0.11426,5.981,1.27996,19.1
0.24121,7.8308,2.92723,845.7
0.7583,6.8139,2.53223,340.6
0.21973,13.4956,3.50759,3218.1
0.99829,10.2898,3.24091,1741.5
0.67236,12.345,4.38386,24202.7
0.72852,6.0444,2.14379,139.2
1.0,0.0,4.12702,13397.3
0.01831,14.71,2.30873,203.6
0.28809,10.5429,3.31672,2073.6
0.67871,12.5705,3.84385,6979.9
0.823,8.1611,2.35261,225.2
0.9978,5.6672,2.533,341.2
0.96753,7.4115,3.20919,1618.8
0.40649,4.462,1.3078,20.3
0.12061,11.6287,2.84573,701.0
0.18872,3.6548,1.24993,17.8
0.66284,6.902,1.72459,53.0
0.18066,12.1604,3.17925,1511.0
1.0,0.0,4.45461,28484.7
0.93848,16.2989,4.55397,35807.3
0.07983,13.1341,1.85543,71.7
0.02002,12.478,1.43762,27.4
0.80981,7.529,2.79761,627.5
0.96948,5.2512,2.51553,327.7
0.12451,9.1498,2.28924,194.6
0.90332,9.7061,3.71048,5134.2
0.63574,7.0416,3.49574,3131.4
0.49878,7.9131,2.95556,902.7
0.12817,12.1205,3.17341,1490.8
0.48364,8.6896,3.02873,1068.4
0.56055,9.2642,3.37586,2376.1
0.92749,12.1985,4.29257,19614.0
0.96509,13.4397,4.36147,22986.4
0.79028,16.1955,4.4814,30296.7
0.99731,12.0204,4.04383,11061.9
0.83984,7.0703,1.28573,19.3
0.24072,9.6383,2.55315,357.4
0.33032,12.5564,3.75837,5732.9
0.62988,9.5283,1.97835,95.1
0.77539,5.8933,3.11958,1317.0
0.15918,3.9087,1.1049,12.7
0.25171,8.8079,1.64701,44.4
1.0,0.0,2.36518,231.8
0.02832,11.0841,1.15952,14.4
0.1106,11.072,2.45325,284.0
0.00293,17.1667,1.74374,55.4
0.34204,10.3411,4.05134,11254.8
0.0,0.0,2.06778,116.9
0.0249,11.5717,2.29396,196.8
0.85425,10.5796,3.83307,6808.8
0.99243,8.4132,2.94768,886.5
0.33862,6.982,1.08607,12.2
0.06885,9.3342,1.69795,49.9
0.01538,17.3029,3.13473,1363.7
0.00244,16.7037,1.63141,42.8
0.0061,18.5221,1.81023,64.6
0.29419,9.3105,3.1788,1509.4
0.58398,7.5217,2.70991,512.8
0.0647,12.6738,1.88617,76.9
0.38989,6.9539,2.94597,883.0
0.11816,15.7764,3.21831,1653.1
0.6687,3.1893,1.04693,11.1
0.12891,10.9099,1.90351,80.1
0.99927,0.0052,2.02722,106.5
0.10107,12.6453,4.11324,12979.1
0.00806,11.8195,1.09059,12.3
0.00024,0.0038,2.17125,148.3
0.0293,12.3031,1.61382,41.1
0.67847,9.8537,3.44259,2770.7
0.87134,10.6658,3.8667,7357.0
0.00024,0.0035,1.11292,13.0
0.48804,9.3431,4.05692,11400.3
0.54712,11.463,3.44558,2789.9
0.07129,7.9595,1.69576,49.6
0.59961,11.5311,4.24882,17734.6
0.99585,14.4751,1.97364,94.1
0.92798,11.5496,3.78352,6074.6
0.00391,10.7835,1.17693,15.0
0.29028,7.8206,2.56913,370.8
0.54419,6.6384,2.75072,563.3
1.0,0.0,4.17851,15083.7
0.97852,12.4825,3.9591,9101.1
1.0,0.0,2.89915,792.8
0.00684,9.2277,1.09136,12.3
0.03784,13.4922,2.47389,297.8
0.03931,13.1659,2.27411,188.0
0.95996,15.6777,4.53984,34661.1
0.95728,11.7802,3.3899,2454.1
0.62427,6.8493,2.38285,241.5
0.14062,8.7091,2.23584,172.1
0.51782,11.5647,3.70722,5095.9
0.00171,10.8715,1.25299,17.9
0.97754,12.413,3.88783,7723.8
0.56958,7.7165,3.35403,2259.6
0.05103,13.9327,2.49333,311.4
0.24902,13.0201,3.49808,3148.3
0.33325,6.8736,2.35639,227.2
0.09399,7.7926,1.42613,26.7
0.81128,4.293,2.42626,266.8
0.24365,5.7727,1.09074,12.3
